Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-November-2022,142.60,143.25,140.20,141.70,141.596596125933385537,1125071,11214,159306224.00,733154,65.17,3.05,-0.90
17-November-2022,141.80,143.80,141.80,143.25,143.169744278904115649,723288,7043,103552958.00,337717,46.69,2.00,1.45
16-November-2022,142.70,143.25,141.20,142.90,142.486501297891788664,956166,8486,136240748.00,363889,38.06,2.05,0.20
15-November-2022,139.85,143.30,139.85,142.35,142.405045325222076527,1230882,7018,175283807.00,211983,17.22,3.45,2.50
14-November-2022,140.45,141.00,138.55,139.20,139.966432791067819949,503259,6485,70439367.00,266934,53.04,2.45,-1.25
11-November-2022,140.00,141.20,139.20,140.45,140.321769227626379655,856645,9731,120205942.00,534318,62.37,2.00,0.45
10-November-2022,137.05,140.80,137.05,139.85,139.491552317726217889,891132,13598,124305386.00,541046,60.71,3.75,2.80
9-November-2022,138.35,139.00,137.05,138.65,138.120939030407861156,376942,3611,52063583.00,145664,38.64,1.95,0.30
7-November-2022,137.85,138.95,136.80,138.50,138.054248591935910209,639353,7273,88265398.00,401113,62.74,2.15,0.65
4-November-2022,136.00,138.40,136.00,137.85,137.529396784102306920,255232,2884,35101903.00,92085,36.08,2.40,1.85
3-November-2022,136.50,136.70,135.15,136.35,136.205421257034160259,378510,5439,51555114.00,206598,54.58,1.55,-0.15
2-November-2022,135.55,139.00,135.40,136.50,137.295301449802449951,1512275,12519,207628252.00,981255,64.89,3.60,0.95
1-November-2022,133.50,135.65,133.50,135.15,134.910981902140629729,284122,2726,38331178.00,124977,43.99,2.15,1.65
31-October-2022,133.90,135.20,132.75,134.00,134.397704067735614518,605767,7137,81413694.00,320530,52.91,2.45,0.10
28-October-2022,131.70,135.60,131.70,133.70,134.561105981895049148,705111,5085,94880516.00,250065,35.46,3.90,2.00
27-October-2022,130.80,132.20,130.30,131.70,131.120259704301452811,498413,3635,65352042.00,127645,25.61,1.90,0.90
25-October-2022,132.05,132.85,129.90,130.65,132.447138895397325622,2654674,6086,351603976.00,2221544,83.68,2.95,-1.40
24-October-2022,132.55,133.90,132.40,132.85,133.192902626691430087,75380,2092,10040081.00,40901,54.26,1.50,0.30
21-October-2022,129.85,133.30,128.90,131.50,131.747172396770885197,1174935,9717,154794364.00,703014,59.83,4.40,1.65
20-October-2022,127.00,130.90,125.85,129.70,128.024685810429554851,487365,4299,62394751.00,115304,23.66,5.05,2.70
19-October-2022,128.70,128.70,127.50,127.70,128.031945327977607735,275095,4919,35220948.00,108431,39.42,1.20,-1.00
18-October-2022,128.05,129.10,127.60,128.70,128.312484244138819640,357010,4418,45808840.00,169523,47.48,1.50,0.65
17-October-2022,126.95,128.20,125.90,127.80,127.546970592732557979,3623118,6090,462117725.00,3362099,92.80,2.30,0.85
14-October-2022,131.65,132.45,127.20,127.60,129.641141119024296835,543116,4349,70410178.00,222445,40.96,5.25,-4.05
13-October-2022,130.75,131.80,127.65,129.80,129.287812820573991459,670672,7448,86709716.00,256492,38.24,4.15,-0.95
12-October-2022,131.10,131.95,129.15,131.40,130.573521117065923791,523013,5727,68291649.00,152618,29.18,2.80,0.30
11-October-2022,133.00,133.40,130.30,131.10,132.909877141553070049,3825378,7578,508430520.00,3386589,88.53,3.10,-1.90
10-October-2022,132.50,133.95,132.10,133.25,133.363309535484159747,491501,5934,65548200.00,220810,44.93,1.85,0.75
7-October-2022,132.00,134.20,131.15,134.05,133.041683078731348448,794639,8605,105720110.00,399821,50.31,3.05,2.05
6-October-2022,136.00,136.40,132.45,132.70,133.976110531626341540,998013,9973,133709900.00,416834,41.77,3.95,-3.30
4-October-2022,134.40,135.00,131.80,133.90,133.213384877956740252,466392,4174,62129657.00,123434,26.47,3.20,-0.50
3-October-2022,131.40,134.90,130.85,132.35,133.296664312121469877,4055985,25681,540649271.00,1606049,39.60,4.05,0.95
30-September-2022,126.50,132.35,125.55,126.85,129.940022295156335793,1446054,9873,187900289.00,325308,22.50,6.80,0.35
29-September-2022,123.20,128.10,123.20,126.60,126.054043360943499243,1137383,10038,143371726.00,472556,41.55,4.90,3.40
28-September-2022,124.45,124.45,121.50,122.60,122.166687934628034851,869853,11014,106267060.00,264111,30.36,2.95,-1.85
27-September-2022,124.50,127.85,123.80,124.50,125.387638307160229286,978167,11016,122650050.00,290223,29.67,4.05,0.00
26-September-2022,127.95,128.85,122.60,123.45,124.375392284635525430,1192374,16861,148301984.00,409222,34.32,6.25,-4.50
23-September-2022,128.90,129.05,127.50,128.65,128.216959273789602699,714724,11083,91639738.00,382046,53.45,1.55,-0.25
22-September-2022,130.10,130.80,128.10,128.70,129.472636726259131103,499392,5049,64657599.00,175836,35.21,2.70,-1.40
21-September-2022,131.60,133.10,130.10,130.85,131.328411167365459543,620594,8118,81501624.00,237786,38.32,3.00,-0.75
20-September-2022,131.00,133.60,131.00,133.20,132.773477809663478637,410494,3497,54502716.00,131776,32.10,2.60,2.20
19-September-2022,132.30,134.25,129.75,130.45,131.428073755783937175,2828307,6073,371718941.00,2308679,81.63,4.50,-1.85
16-September-2022,130.65,132.00,130.00,131.20,130.682799185483975564,925212,11938,120909294.00,337143,36.44,2.00,0.55
15-September-2022,134.00,134.35,132.05,132.60,133.354572636993198754,645470,7735,86076376.00,256270,39.70,2.30,-1.40
14-September-2022,132.50,134.00,131.55,133.20,133.411765052589390175,339327,3057,45270214.00,97463,28.72,2.45,0.70
13-September-2022,134.05,135.05,133.55,133.85,134.358987289629135754,941908,9110,126553805.00,535212,56.82,1.50,-0.20
12-September-2022,134.80,135.30,133.60,134.00,134.146692251314803927,496652,3909,66624223.00,124995,25.17,1.70,-0.80
9-September-2022,131.65,134.10,131.65,133.95,133.409302643240868797,1288494,10045,171897086.00,910716,70.68,2.45,2.30
8-September-2022,132.30,134.10,131.50,131.85,132.556592101644229072,1116207,11380,147960596.00,396024,35.48,2.60,-0.45
7-September-2022,131.40,132.90,130.05,132.55,131.350095989645671592,924058,10478,121375107.00,326821,35.37,2.85,1.15
6-September-2022,133.50,134.10,131.70,132.10,132.589381458025808294,735035,10076,97457836.00,380344,51.74,2.40,-1.40
5-September-2022,133.00,133.85,132.65,133.40,133.282112146073653691,405275,3310,54015908.00,121064,29.87,1.20,0.40
2-September-2022,134.60,135.70,132.30,132.65,133.280579060676817410,1229992,13438,163934046.00,598078,48.62,3.40,-1.95
1-September-2022,134.70,136.15,134.20,134.75,134.979988617808343040,940065,6044,126889963.00,350146,37.25,1.95,0.05
30-August-2022,137.80,139.80,137.65,138.55,138.746623799267376232,763284,4370,105903078.00,202524,26.53,2.15,0.75
29-August-2022,133.10,136.50,131.55,135.80,135.537235511185604155,872863,8052,118305438.00,418499,47.95,4.95,2.70
26-August-2022,136.80,138.15,136.05,136.65,137.119157363847768810,840695,7782,115275390.00,391492,46.57,2.10,-0.15
25-August-2022,137.20,138.10,136.10,136.55,137.468669576221902398,1669671,14885,229527451.00,1035626,62.03,2.00,-0.65
24-August-2022,135.15,137.35,134.75,136.00,136.306915484478440346,1855387,13344,252902079.00,918145,49.49,2.60,0.85
23-August-2022,131.65,134.10,130.10,133.75,132.451764065924131760,1283172,11161,169958395.00,313153,24.40,4.00,2.10
22-August-2022,134.50,134.50,129.80,131.90,131.747963013404432524,1527256,10904,201212867.00,259685,17.00,4.70,-2.60
19-August-2022,138.00,138.60,134.10,134.55,136.293135258903074316,1781014,9885,242739982.00,345444,19.40,4.50,-3.45
18-August-2022,138.50,138.50,134.65,135.50,135.826203011815245690,1916253,19459,260277369.00,823599,42.98,3.85,-3.00
17-August-2022,140.00,140.75,138.80,139.65,139.837863129956355833,619785,4976,86669410.00,250647,40.44,1.95,-0.35
16-August-2022,141.20,142.00,136.10,139.90,138.705051437838718431,2185259,15190,303106462.00,618898,28.32,5.90,-1.30
12-August-2022,133.50,139.65,133.50,139.25,137.261305318520545568,1498255,7898,205652437.00,287312,19.18,6.15,5.75
11-August-2022,134.90,136.00,132.05,132.70,133.773326622925052094,806707,8996,107915879.00,284452,35.26,3.95,-2.20
10-August-2022,136.45,136.50,133.50,133.85,134.185737303924654835,428853,3250,57545956.00,142963,33.34,3.00,-2.60
8-August-2022,136.10,137.50,135.00,136.45,136.374772929697524745,397454,3115,54202699.00,91566,23.04,2.50,0.35
5-August-2022,135.90,139.00,133.65,136.25,135.953490296402855852,1317295,6106,179090853.00,632843,48.04,5.35,0.35
4-August-2022,134.75,137.10,134.05,136.20,135.577935640337377758,1262561,8910,171175414.00,563326,44.62,3.05,1.45
3-August-2022,135.55,138.35,133.85,135.65,135.381242884611444910,683378,5553,92516563.00,254557,37.25,4.50,0.10
2-August-2022,135.70,137.00,134.70,136.60,136.020432194721199771,620785,5200,84439444.00,223771,36.05,2.30,0.90
1-August-2022,134.50,138.90,133.10,138.40,135.071750108350377705,5325316,16059,719299752.00,3959268,74.35,5.80,3.90
29-July-2022,130.25,134.50,130.25,134.15,133.160904126283355752,2174475,13357,289555057.00,1341148,61.68,4.25,3.90
28-July-2022,130.00,130.65,128.10,130.25,129.215677985256422062,1194554,10208,154355105.00,393762,32.96,2.55,0.25
27-July-2022,129.00,130.15,127.80,128.60,128.612934978511021766,1009820,8128,129875914.00,366979,36.34,2.35,-0.40
26-July-2022,130.70,131.60,127.75,128.55,129.831373166395021484,755888,6080,98137977.00,226823,30.01,3.85,-2.15
25-July-2022,132.25,132.40,128.45,129.70,129.501715113477569508,664096,5034,86001571.00,166179,25.02,3.95,-2.55
22-July-2022,133.50,133.90,131.60,132.40,132.258692412884345038,522122,5165,69055173.00,178398,34.17,2.30,-1.10
21-July-2022,132.80,133.50,131.80,133.00,132.674389127041796910,1162885,13223,154285057.00,406453,34.95,1.70,0.20
20-July-2022,134.70,136.40,132.15,132.55,133.813438133361581635,2275063,15144,304434002.00,506600,22.27,4.25,-2.15
19-July-2022,130.50,133.25,124.60,127.45,130.021477414791054006,1798168,18269,233800460.00,540128,30.04,8.65,-3.05
18-July-2022,126.60,130.65,126.60,129.90,127.030150938535580041,4269950,7184,542412393.00,3715815,87.02,4.05,3.30
15-July-2022,127.30,128.45,124.65,126.45,126.227931184998813035,1175267,10296,148351522.00,353496,30.08,3.80,-0.85
14-July-2022,124.25,132.50,123.85,127.15,126.884788870069585184,2162673,17335,274410307.00,652680,30.18,8.65,2.90
13-July-2022,122.70,124.85,121.40,124.45,123.706473965851817145,1054346,6384,130429426.00,198968,18.87,3.45,1.75
12-July-2022,125.00,126.80,123.55,124.05,125.043202829799418335,1599548,12456,200012605.00,398338,24.90,3.25,-0.95
11-July-2022,121.50,125.90,121.25,125.50,124.554843001483974651,2599101,15827,323730617.00,804358,30.95,4.65,4.00
8-July-2022,126.00,126.30,121.00,121.50,122.396617942564394424,2115517,18469,258932126.00,611962,28.93,5.30,-4.50
7-July-2022,121.10,124.15,121.10,123.60,123.064537000687977559,2295133,14545,282449480.00,533607,23.25,3.05,2.50
6-July-2022,123.30,123.30,119.80,120.95,121.071491796553616373,2627798,15265,318151424.00,463908,17.65,3.50,-2.35
5-July-2022,127.25,128.55,126.00,127.35,127.469429166444171517,2921412,17277,372390720.00,412193,14.11,2.55,0.10
4-July-2022,130.00,130.00,124.20,126.00,126.001368300785081080,3782794,32764,476637220.00,746939,19.75,5.80,-4.00
1-July-2022,149.05,151.10,130.05,131.15,136.486492570526494161,5228567,37300,713628771.00,974553,18.64,21.05,-17.90
30-June-2022,153.40,154.45,149.20,151.45,151.653506102567966783,1035138,8756,156982307.00,125805,12.15,5.25,-1.95
29-June-2022,149.60,157.10,146.25,153.95,151.283378350595858411,2821140,20248,426791590.00,729700,25.87,10.85,4.35
28-June-2022,143.45,151.70,142.50,149.35,146.963579527786520602,1585427,11757,233000027.00,128456,8.10,9.20,5.90
27-June-2022,140.00,142.25,137.25,141.40,140.306071193718853738,757314,6209,106255752.00,105883,13.98,5.00,1.40
24-June-2022,137.30,140.90,135.25,137.25,137.063197633980205667,1015038,8938,139124354.00,169358,16.68,5.65,-0.05
23-June-2022,133.80,136.35,132.45,134.85,134.716849964967499310,823521,8873,110942155.00,119822,14.55,3.90,1.05
22-June-2022,137.40,137.40,131.00,134.90,134.144636848665185455,1014935,10631,136148087.00,148801,14.66,6.40,-2.50
21-June-2022,135.65,140.20,135.00,139.20,137.382885104004070338,636802,5066,87485696.00,73722,11.58,5.20,3.55
20-June-2022,138.10,139.00,130.00,134.25,133.862332022217193188,1277029,16746,170946080.00,311225,24.37,9.00,-3.85
17-June-2022,142.00,145.10,140.45,141.50,143.035082821780062953,702110,6804,100426362.00,104690,14.91,4.65,-0.50
16-June-2022,150.00,151.40,142.60,143.45,146.590516745085564742,1024838,13541,150231532.00,318620,31.09,8.80,-6.55
15-June-2022,156.00,157.25,150.80,151.40,154.246329371333614601,618627,7071,95420944.00,169051,27.33,6.45,-4.60
14-June-2022,159.50,160.45,155.35,155.95,157.861618207788266295,415163,3263,65538303.00,57648,13.89,5.10,-3.55
13-June-2022,161.00,163.85,158.50,159.50,160.547144481400652702,447677,3479,71873264.00,97173,21.71,5.35,-1.50
10-June-2022,163.55,166.65,163.40,164.60,164.995159739679378495,901811,8787,148794450.00,299878,33.25,3.25,1.05
9-June-2022,166.30,167.25,164.80,165.60,166.148585044005471648,852394,6957,141624057.00,150500,17.66,2.45,-0.70
8-June-2022,163.00,166.35,162.65,163.35,164.570616748552136799,1821650,16991,299790064.00,405633,22.27,3.70,0.35
7-June-2022,154.35,162.90,154.35,161.85,160.581585279205709335,2695235,23275,432805109.00,875465,32.48,8.55,7.50
6-June-2022,153.00,156.00,152.75,154.00,154.353052310916848652,1229036,9228,189705458.00,502616,40.90,3.25,1.00
3-June-2022,153.15,154.00,151.20,151.55,152.219360935946945625,613710,6842,93418544.00,282098,45.97,2.80,-1.60
2-June-2022,148.75,152.80,146.05,152.50,150.399017292889309223,638644,5619,96051430.00,153173,23.98,6.75,3.75
1-June-2022,151.70,152.90,148.75,149.70,150.627035429244462746,937333,9508,141187691.00,206310,22.01,4.15,-2.00
31-May-2022,145.95,153.05,145.45,151.40,149.273238560633492719,1427767,11127,213127404.00,393270,27.54,7.60,5.45
30-May-2022,145.90,147.35,141.15,143.90,143.630097613046599649,1167262,9798,167653955.00,304788,26.11,6.20,-2.00
27-May-2022,155.40,155.40,141.05,143.75,144.820929850399193860,1612625,14714,233541852.00,357102,22.14,14.35,-11.65
26-May-2022,153.00,153.10,148.15,151.85,150.236309195859224801,430161,6993,64625801.00,105374,24.50,4.95,-1.15
25-May-2022,153.00,153.25,147.60,152.75,150.896121423828632466,415668,5107,62722689.00,55204,13.28,5.65,-0.25
24-May-2022,157.00,157.80,150.15,150.55,152.899353448796381052,414043,4775,63306907.00,104093,25.14,7.65,-6.45
23-May-2022,161.25,164.25,154.65,155.05,157.292930618293522997,518249,5353,81516904.00,148188,28.59,9.60,-6.20
20-May-2022,160.70,163.75,160.10,161.80,161.789423094427554568,274655,2495,44436274.00,55511,20.21,3.65,1.10
19-May-2022,160.80,161.95,157.90,159.95,160.024167042334330560,244010,3129,39047497.00,47013,19.27,4.05,-0.85
18-May-2022,162.45,164.45,160.45,163.15,162.710276396477708625,350113,3784,56966983.00,90844,25.95,4.00,0.70
17-May-2022,155.65,163.60,155.65,163.05,160.462211424854301910,828597,8816,132958507.00,367382,44.34,7.95,7.40
16-May-2022,154.40,156.20,151.80,153.70,154.213468609560125289,367150,3423,56619475.00,48204,13.13,4.40,-0.70
13-May-2022,159.50,160.45,152.90,153.50,156.353554843217030370,486660,6489,76091021.00,136723,28.09,7.55,-6.00
12-May-2022,159.90,161.00,154.00,155.90,157.339030424026734950,921640,10580,145009944.00,250201,27.15,7.00,-4.00
11-May-2022,154.40,159.75,153.95,158.65,156.522954751298497255,432808,4771,67744387.00,75711,17.49,5.80,4.25
10-May-2022,160.10,161.70,153.00,154.40,157.982654275428898495,663910,7584,104886264.00,193550,29.15,8.70,-5.70
9-May-2022,165.00,167.30,162.95,164.60,165.297661702184550389,448788,6455,74183607.00,182162,40.59,4.35,-0.40
6-May-2022,163.55,167.35,161.10,166.95,164.402614507879990396,882996,10052,145166851.00,324173,36.71,6.25,3.40
5-May-2022,164.05,168.40,163.65,164.95,166.513893987710041438,1667052,10442,277587320.00,1060934,63.64,4.75,0.90
4-May-2022,159.30,162.80,158.00,162.25,157.696449466305957372,3527864,9225,556331627.00,2909827,82.48,4.80,2.95
2-May-2022,159.50,159.50,155.95,156.40,156.482596181943931038,4907314,10844,767909235.00,4381514,89.29,3.55,-3.10
29-April-2022,166.20,167.50,159.55,160.50,163.432722040060854712,364146,3954,59513372.00,88515,24.31,7.95,-5.70
28-April-2022,166.15,166.15,162.50,164.75,164.659775907824682281,970672,6397,159830634.00,516243,53.18,3.65,-1.40
27-April-2022,168.00,168.95,163.35,165.00,164.814141777351975588,2030155,7657,334598254.00,1529481,75.34,5.60,-3.00
26-April-2022,170.60,171.40,165.80,167.10,167.420366647357481173,704328,6444,117918852.00,368506,52.32,5.60,-3.50
25-April-2022,170.10,172.85,168.35,169.60,170.271375510556645565,486234,3721,82791732.00,164855,33.90,4.50,-0.50
22-April-2022,173.40,176.30,173.40,174.00,174.732321727797430646,268550,2363,46924365.00,63960,23.82,2.90,0.60
21-April-2022,175.55,176.40,173.80,174.15,174.524194423801133944,239518,2771,41801686.00,104214,43.51,2.60,-1.40
20-April-2022,177.25,177.25,174.80,175.50,175.891142800554565260,504900,6638,88807438.00,262389,51.97,2.45,-1.75
19-April-2022,176.80,179.80,176.00,177.25,178.094850393311410092,566218,5300,100840510.00,171794,30.34,3.80,0.45
18-April-2022,175.35,179.05,175.35,175.80,177.034753700372361075,731548,7867,129509420.00,199207,27.23,3.70,0.45
13-April-2022,171.75,174.80,170.90,174.20,173.718321059797315456,1358071,12571,235921814.00,765633,56.38,3.90,2.45
12-April-2022,170.60,172.20,168.20,168.95,169.814020897750937738,330849,3377,56182799.00,105399,31.86,4.00,-1.65
11-April-2022,171.20,172.65,169.55,171.15,171.147779584613729030,334532,4165,57254409.00,124876,37.33,3.10,-0.05
8-April-2022,168.90,171.35,168.75,170.85,170.090997697881580700,382691,3034,65092294.00,81465,21.29,2.60,1.95
7-April-2022,170.95,173.70,168.25,168.80,170.910127584689837219,625075,5965,106831648.00,138397,22.14,5.45,-2.15
6-April-2022,171.00,173.50,170.40,172.75,172.568352130115262228,386857,4381,66759275.00,113627,29.37,3.10,1.75
5-April-2022,170.00,172.80,169.35,171.75,171.105253279634010440,767235,6919,131277939.00,240463,31.34,3.45,1.75
4-April-2022,167.30,169.05,165.35,167.95,167.188447034144271456,999172,7710,167050015.00,216079,21.63,3.70,0.65
1-April-2022,164.00,168.20,163.60,167.85,165.874809522784719614,1440461,11580,238936194.00,702969,48.80,4.60,3.85
31-March-2022,161.80,165.35,161.50,163.90,163.654453465497997553,1346603,11943,220377578.00,491185,36.48,3.85,2.10
30-March-2022,162.90,164.90,161.35,162.25,163.197211408849699081,2475587,24418,404008895.00,960468,38.80,3.55,-0.65
29-March-2022,175.00,175.15,170.60,171.05,172.012009406748939571,645494,8059,111032720.00,164836,25.54,4.55,-3.95
28-March-2022,175.30,177.85,174.70,176.40,176.484777034754616866,1886886,9878,333006655.00,1545727,81.92,3.15,1.10
25-March-2022,177.70,179.25,175.15,175.80,176.944222454777665184,1025323,7848,181424981.00,630386,61.48,4.10,-1.90
24-March-2022,179.30,180.45,176.50,177.50,177.355480537845064889,1524677,6708,270409822.00,972270,63.77,3.95,-1.80
23-March-2022,176.40,177.70,174.85,175.55,175.992280953234187421,697625,7231,122776615.00,255084,36.56,2.85,-0.85
22-March-2022,176.95,181.15,173.85,175.50,177.972020804069701226,2186303,18453,389100763.00,694204,31.75,7.30,-1.45
21-March-2022,171.95,175.10,170.50,172.60,173.359654946402520244,945940,8903,163987832.00,266415,28.16,4.60,0.65
17-March-2022,166.35,171.50,164.60,170.10,168.117407907889917882,1029377,7812,173056193.00,256786,24.95,6.90,3.75
16-March-2022,166.00,167.95,161.90,167.25,165.039036835115677640,658122,5904,108615821.00,139700,21.23,6.05,1.25
15-March-2022,168.00,169.00,161.65,163.65,164.275555786232072109,1445025,18513,237382285.00,501463,34.70,7.35,-4.35
14-March-2022,174.40,175.45,170.60,171.80,172.365735952195932366,746380,10835,128650338.00,310141,41.55,4.85,-2.60
11-March-2022,172.35,176.25,171.75,175.70,174.171125137343574407,958363,10919,166919162.00,335353,34.99,4.50,3.35
10-March-2022,170.00,176.85,165.05,174.40,172.301642967233646006,2021708,13808,348343610.00,430007,21.27,11.80,4.40
9-March-2022,184.20,184.20,173.70,175.25,178.067650384197146787,3749247,35628,667619604.00,1882218,50.20,10.50,-8.95
8-March-2022,190.70,194.60,177.85,179.10,183.858333890033955673,4894911,38221,899970181.00,1236485,25.26,16.75,-11.60
7-March-2022,168.00,189.80,167.40,187.05,179.814821302924490157,7911909,46433,1422678503.00,1250528,15.81,22.40,19.05
4-March-2022,170.70,170.70,163.95,165.15,166.155271403320251226,1769083,9267,293942466.00,894844,50.58,6.75,-5.55
3-March-2022,168.80,171.90,162.90,170.10,166.433460309814853956,2748803,15698,457492795.00,1150543,41.86,9.00,1.30
2-March-2022,166.50,168.35,161.85,163.05,165.306934199978872407,1448343,8907,239421141.00,322292,22.25,6.50,-3.45
28-February-2022,160.90,161.55,155.80,160.60,159.072187462447426396,624125,5676,99280929.00,76150,12.20,5.75,-0.30
25-February-2022,159.55,160.40,157.00,159.40,159.212291465812644599,812157,10308,129305377.00,196222,24.16,3.40,-0.15
24-February-2022,160.05,162.35,156.15,156.65,158.984567211826451037,1226674,9208,195022235.00,252336,20.57,6.20,-3.40
23-February-2022,166.00,166.40,159.70,160.70,161.969954873173009743,820133,10075,132836905.00,285158,34.77,6.70,-5.30
22-February-2022,165.55,166.50,163.30,164.95,164.619351433686967210,1047788,10114,172486181.00,245392,23.42,3.20,-0.60
21-February-2022,166.95,167.55,163.05,163.40,164.472021213409855308,569074,6432,93596751.00,207954,36.54,4.50,-3.55
18-February-2022,171.40,171.75,166.75,167.85,168.548733321651187823,798940,4596,134660325.00,403428,50.50,5.00,-3.55
