Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-July-2022,729.85,733.65,721.90,725.25,727.696360378126271637,255576,8788,185981725.00,124223,48.61,11.75,-4.60
27-July-2022,706.50,720.50,703.60,718.95,713.876899904148979871,131454,4671,93841974.00,38078,28.97,16.90,12.45
26-July-2022,726.50,726.50,702.15,706.35,710.527568804618608881,404624,8587,287496507.00,145037,35.84,24.35,-20.15
25-July-2022,734.00,738.75,722.45,728.20,730.560142208176970175,273402,9268,199736604.00,118626,43.39,16.30,-5.80
22-July-2022,716.60,735.00,715.25,730.95,723.598251951235244791,310060,10336,224358874.00,176460,56.91,19.75,14.35
21-July-2022,706.15,718.00,704.25,715.65,711.894931821732241290,89618,2896,63798600.00,43747,48.81,13.75,9.50
20-July-2022,708.70,714.55,702.45,705.05,709.376771011827642412,143562,4702,101839548.00,49370,34.39,12.10,-3.65
19-July-2022,680.00,703.80,679.40,700.55,693.184674601887973871,672361,6501,466070341.00,503229,74.84,24.40,20.55
18-July-2022,662.25,687.80,662.25,684.45,663.003469276063471065,3320001,7093,2201172181.00,3206687,96.59,25.55,22.20
15-July-2022,666.30,674.15,659.10,662.50,663.874432677760968229,62134,2726,41249174.00,19882,32.00,15.05,-3.80
14-July-2022,678.00,680.15,665.75,668.05,672.377335718442207806,139197,5218,93592908.00,37961,27.27,14.40,-9.95
13-July-2022,682.80,684.85,677.05,679.90,680.948703488813456387,92209,3304,62789599.00,22791,24.72,7.80,-2.90
12-July-2022,677.00,685.20,670.00,675.45,680.990829367061979016,152116,5934,103589601.00,70266,46.19,15.20,-1.55
11-July-2022,664.00,681.95,664.00,680.00,675.499811510429756220,111412,3927,75258785.00,37180,33.37,17.95,16.00
8-July-2022,665.35,676.60,661.30,669.10,669.607404171338317106,327329,9928,219181922.00,116630,35.63,15.30,3.75
7-July-2022,664.40,664.65,651.85,658.45,657.690666820974665432,190096,7860,125024365.00,53440,28.11,12.80,-5.95
6-July-2022,649.10,659.35,649.10,658.05,656.209089372685789789,65087,3359,42710681.00,21935,33.70,10.25,8.95
5-July-2022,654.45,659.85,646.45,648.40,654.976438880866147204,129493,5619,84814864.00,53199,41.08,13.40,-6.05
4-July-2022,644.10,655.30,640.30,654.45,648.891161732144203678,145877,5090,94658296.00,62116,42.58,15.00,10.35
1-July-2022,634.00,646.55,631.80,645.15,640.342448058980753753,100643,3426,64445985.00,17557,17.44,14.75,11.15
30-June-2022,622.30,639.40,622.30,636.70,635.489900955366881711,182443,6531,115940684.00,71709,39.30,17.10,14.40
29-June-2022,631.90,637.50,623.40,625.80,630.438067500428302210,93392,3048,58877872.00,42465,45.47,14.10,-6.10
28-June-2022,631.00,644.70,631.00,642.30,639.064208786579240167,92573,2779,59160091.00,19604,21.18,13.70,11.30
27-June-2022,645.00,645.75,634.85,637.00,638.860634479478624031,134567,6313,85969559.00,44607,33.15,10.90,-8.00
24-June-2022,638.90,642.25,632.00,634.00,635.237490605593133183,75843,2630,48178317.00,17835,23.52,10.25,-4.90
23-June-2022,627.90,640.85,618.10,629.25,629.225949896780672878,179230,6678,112776167.00,37771,21.07,22.75,1.35
22-June-2022,632.75,633.90,621.20,626.85,626.851098511693834160,141100,6447,88448690.00,37564,26.62,12.70,-5.90
21-June-2022,630.10,645.00,628.30,636.75,636.154715908586248856,112587,4041,71622751.00,15563,13.82,16.70,6.65
20-June-2022,635.00,637.40,622.05,628.00,629.886038110080045335,141170,7023,88921012.00,56976,40.36,15.35,-7.00
17-June-2022,634.00,640.60,626.90,635.60,634.559791303970539583,184383,10683,117002038.00,70618,38.30,13.70,1.60
16-June-2022,658.00,658.20,630.90,635.40,641.986143979553199545,253536,9239,162766599.00,68804,27.14,27.30,-22.60
15-June-2022,652.00,655.50,647.30,650.50,650.705698393906225567,44767,2151,29130142.00,10758,24.03,8.20,-1.50
14-June-2022,644.00,655.40,643.25,650.05,649.208160062134916910,123602,4852,80243427.00,29626,23.97,12.15,6.05
13-June-2022,642.00,651.80,640.35,648.95,645.717300765621492979,280687,8904,181244452.00,72006,25.65,11.45,6.95
10-June-2022,658.00,663.45,652.50,660.80,659.602018942199010016,76971,2820,50770227.00,17656,22.94,10.95,2.80
9-June-2022,655.00,662.85,650.00,661.15,655.211789726990798013,118018,5759,77326785.00,35273,29.89,12.85,6.15
8-June-2022,670.00,673.50,655.50,658.90,664.626851104807016630,76846,3300,51073915.00,19918,25.92,18.00,-11.10
7-June-2022,670.90,678.00,661.15,665.75,668.157992528892174792,102796,3334,68683969.00,23836,23.19,16.85,-5.15
6-June-2022,676.50,683.85,670.85,671.90,676.364643531700166323,70946,2782,47985366.00,15243,21.49,13.00,-4.60
3-June-2022,695.00,697.50,673.05,676.50,687.399638033170261974,232618,6182,159901529.00,50963,21.91,24.45,-18.50
2-June-2022,683.00,692.90,682.75,691.60,688.364300247527960291,154326,6058,106232509.00,46318,30.01,10.15,8.60
1-June-2022,683.00,692.40,680.45,686.50,687.089447756548388641,334128,6166,229575823.00,53671,16.06,11.95,3.50
31-May-2022,690.00,695.90,683.55,685.40,689.662790839396931027,82047,2743,56584763.00,26674,32.51,12.35,-4.60
30-May-2022,695.00,697.90,690.15,693.55,694.045197502280221707,142530,5517,98922262.00,58831,41.28,7.75,-1.45
27-May-2022,686.00,693.60,684.00,688.55,689.566321859642845868,190058,7920,131057596.00,84047,44.22,9.60,2.55
26-May-2022,673.00,685.35,668.00,683.55,676.191809979177913164,129670,4466,87681792.00,34995,26.99,17.35,10.55
25-May-2022,682.60,682.60,659.95,664.80,666.625603710014220013,78059,2653,52036128.00,12679,16.24,22.65,-17.80
24-May-2022,671.00,681.40,661.60,664.00,671.972706719734545985,116329,3947,78169913.00,23417,20.13,19.80,-7.00
23-May-2022,675.00,684.60,668.45,675.15,677.688163252024583796,245853,8923,166611668.00,78387,31.88,16.15,0.15
20-May-2022,664.00,675.65,658.95,673.20,669.226729719282987872,165576,4423,110807885.00,45445,27.45,16.70,9.20
19-May-2022,648.60,657.65,641.50,650.15,651.191760949791201320,164752,4965,107285145.00,29251,17.75,16.15,1.55
18-May-2022,656.00,670.45,651.00,659.30,663.097024160843820802,157569,5256,104483535.00,35907,22.79,19.45,3.30
17-May-2022,645.00,657.30,641.45,654.90,650.522993809670298830,185289,4308,120534755.00,79296,42.80,15.85,9.90
16-May-2022,640.00,649.00,630.80,638.90,641.281522552967602242,148251,4378,95070627.00,44128,29.77,18.20,-1.10
13-May-2022,658.00,659.45,633.50,635.90,647.006401939844427196,176509,6687,114202453.00,72408,41.02,25.95,-22.10
12-May-2022,669.00,669.00,644.10,649.35,653.780806208852529513,293001,16532,191558430.00,119077,40.64,24.90,-19.65
11-May-2022,664.00,676.60,655.70,672.45,663.725177196290094414,407881,9407,270720889.00,191719,47.00,20.90,8.45
10-May-2022,664.05,672.15,657.80,659.75,663.700197308952124230,308653,13264,204853057.00,129033,41.81,14.35,-4.30
9-May-2022,659.80,668.85,649.05,664.05,661.749416710531931541,281164,10702,186060113.00,93688,33.32,19.80,4.25
6-May-2022,691.00,692.25,668.30,673.20,676.932191064980452225,361678,15220,244831481.00,129513,35.81,23.95,-17.80
5-May-2022,718.00,721.65,699.25,702.05,711.009881922854088635,122547,4649,87132128.00,41683,34.01,22.40,-15.95
4-May-2022,736.00,736.00,704.20,706.75,726.438111814648215530,2513016,7687,1825550598.00,2368815,94.26,31.80,-29.25
2-May-2022,724.70,738.00,719.55,727.30,729.282449288595272988,390987,15472,285139957.00,171466,43.85,18.45,2.60
29-April-2022,769.00,769.00,725.00,728.70,742.684887401188022545,987355,35723,733293637.00,396587,40.17,44.00,-40.30
28-April-2022,777.60,785.20,766.35,779.95,770.349510147141508333,754104,7897,580923647.00,596144,79.05,18.85,2.35
27-April-2022,768.40,772.85,749.05,766.10,762.397745974610935199,207806,8616,158430826.00,46773,22.51,23.80,-2.30
26-April-2022,790.00,796.60,769.30,775.20,790.129686963549468144,329131,3893,260056174.00,79365,24.11,27.30,-14.80
25-April-2022,773.85,788.50,762.00,780.70,781.645371097191740223,124846,4207,97585298.00,15152,12.14,26.50,6.85
22-April-2022,797.00,797.25,778.35,780.35,785.417594270167423090,165031,6748,129618251.00,52878,32.04,18.90,-16.65
21-April-2022,794.00,804.00,790.65,801.85,797.559988881864358745,183484,7880,146339497.00,79211,43.17,13.35,7.85
20-April-2022,799.00,802.00,788.55,794.75,795.764219379998678035,242064,8605,192625870.00,74288,30.69,13.45,-4.25
19-April-2022,803.00,816.00,785.20,798.05,808.240541918846882908,519635,21029,419990074.00,233877,45.01,30.80,-4.95
18-April-2022,782.00,801.60,775.95,799.15,787.480425638772050976,159290,4276,125437757.00,49270,30.93,25.65,17.15
13-April-2022,805.00,809.50,790.95,792.95,797.645704896852925894,284836,8092,227198212.00,75616,26.55,18.55,-12.05
12-April-2022,782.50,801.00,777.45,798.55,790.625325650045397099,219177,6052,173286887.00,58220,26.56,23.55,16.05
11-April-2022,790.00,794.00,784.00,785.40,789.154352855070380196,153026,6168,120761134.00,60071,39.26,10.00,-4.60
8-April-2022,794.00,800.65,789.30,794.90,794.891224322416982967,209716,7539,166701408.00,69962,33.36,11.35,0.90
7-April-2022,772.00,795.00,769.35,792.05,786.881446222054198958,232772,8079,183163968.00,75125,32.27,25.65,20.05
6-April-2022,775.50,779.80,769.25,773.60,774.515707318809625516,224736,10357,174061562.00,91956,40.92,10.55,-1.90
5-April-2022,778.00,796.00,777.30,783.50,785.499797567657095385,190187,6353,149391850.00,73363,38.57,18.70,5.50
4-April-2022,785.00,785.50,767.20,783.65,776.893235506148590055,382852,9905,297435129.00,80247,20.96,18.30,-1.35
1-April-2022,761.00,775.70,755.20,774.45,765.370416035666581788,223851,6459,171328933.00,53426,23.87,20.50,13.45
31-March-2022,763.90,763.90,751.40,760.65,757.825100531643823117,449361,12879,340537045.00,148944,33.15,12.50,-3.25
30-March-2022,744.40,765.80,741.20,750.20,754.580198431631616936,326964,8937,246720560.00,74372,22.75,24.60,5.80
29-March-2022,741.00,742.00,731.05,737.55,736.167597405880433333,217569,7655,160167248.00,79615,36.59,10.95,-3.45
28-March-2022,723.80,737.75,715.20,736.25,725.824914125117102113,192140,6252,139459999.00,67658,35.21,22.55,12.45
25-March-2022,727.00,727.00,715.80,720.90,719.846536012767929158,116542,5432,83892355.00,51424,44.12,11.20,-6.10
24-March-2022,720.00,730.25,719.00,722.20,723.913855072463768115,163875,6738,118631383.00,43967,26.83,11.25,2.20
23-March-2022,733.15,743.05,725.00,726.65,732.226404091361395876,216065,7473,158208498.00,57111,26.43,18.05,-6.50
22-March-2022,725.00,736.75,706.20,732.10,720.110943146716197936,396248,13826,285342521.00,112031,28.27,30.55,7.10
21-March-2022,744.00,749.30,723.65,726.40,732.313209657293451866,193139,8766,141438241.00,62981,32.61,25.65,-17.60
17-March-2022,735.00,746.50,735.00,739.40,741.395678741941336023,225999,8093,167554682.00,64768,28.66,11.50,4.40
16-March-2022,705.50,725.80,705.50,723.70,721.559515921961858543,460339,14836,332161986.00,189048,41.07,20.30,18.20
15-March-2022,713.50,717.90,695.10,698.20,707.656802213086568022,389682,13385,275761118.00,145764,37.41,22.80,-15.30
14-March-2022,692.25,712.25,685.30,710.10,701.250565967035998105,384298,12556,269489190.00,151386,39.39,26.95,17.85
11-March-2022,691.30,706.50,687.55,690.90,696.522699043855919840,239922,8078,167111119.00,45654,19.03,18.95,-0.40
10-March-2022,705.00,720.30,688.70,694.80,705.352986036564389716,723819,26938,510547893.00,254830,35.21,31.60,-10.20
9-March-2022,675.50,680.50,659.20,674.30,670.141090727697998732,689613,20407,462138008.00,325265,47.17,21.30,-1.20
8-March-2022,667.00,672.85,637.00,669.60,655.677147238254437285,759755,21014,498153991.00,166729,21.95,35.85,2.60
7-March-2022,695.90,704.70,655.60,667.25,673.374502123986085113,935976,47012,630262373.00,283398,30.28,49.10,-28.65
4-March-2022,725.00,732.50,710.10,715.15,719.741497430878394910,400526,16728,288275183.00,96751,24.16,22.40,-9.85
3-March-2022,758.90,759.05,732.50,737.80,741.544129548882098965,280481,7325,207989039.00,42347,15.10,26.55,-21.10
2-March-2022,734.00,756.40,725.90,750.25,737.312399134704529066,349476,11834,257672988.00,140339,40.16,30.50,16.25
28-February-2022,748.05,749.30,736.30,742.60,742.330500506032917261,278638,10781,206841486.00,,,13.00,-5.45
25-February-2022,745.00,764.70,739.20,758.15,755.894489322364094355,241767,12203,182750343.00,87295,36.11,25.50,13.15
24-February-2022,749.00,768.25,725.15,730.65,750.345648051356277474,596928,21476,447902327.00,329819,55.25,43.10,-18.35
23-February-2022,784.50,785.50,772.30,777.20,778.840991072767599908,126691,5715,98672144.00,50108,39.55,13.20,-7.30
22-February-2022,760.00,786.85,760.00,779.25,779.040914482907365469,139095,5673,108360696.00,53667,38.58,26.85,19.25
21-February-2022,784.00,796.75,776.50,788.70,788.083173696205040129,121108,4849,95443177.00,34481,28.47,20.25,4.70
18-February-2022,777.25,790.25,777.25,787.30,785.510671496238506547,143560,5584,112767912.00,54154,37.72,13.00,10.05
17-February-2022,798.50,801.90,780.55,782.85,787.643022116461366181,228608,7930,180061496.00,74060,32.40,21.35,-15.65
16-February-2022,793.00,808.00,789.00,797.15,799.109669876688789111,198441,8376,158576122.00,64109,32.31,19.00,4.15
