Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-October-2018,1857.80,1858.00,1791.30,1799.60,1812.867669934737908633,167785,8009,304172002.00,54623,32.56,66.70,-58.20
25-October-2018,1845.00,1875.45,1825.50,1852.65,1857.977438217122683142,90640,4475,168407075.00,19397,21.40,49.95,7.65
24-October-2018,1858.00,1871.80,1812.00,1851.50,1842.664271475592230309,172568,9093,317984888.00,44253,25.64,59.80,-6.50
23-October-2018,1890.00,1896.50,1836.80,1844.15,1861.781686443347684553,114276,6005,212756964.00,39955,34.96,59.70,-45.85
22-October-2018,1918.00,1919.50,1888.45,1902.15,1903.452305519850824628,55237,2980,105140995.00,13923,25.21,31.05,-15.85
19-October-2018,1940.00,1940.00,1872.20,1917.05,1899.509919082232781780,123953,6947,235449953.00,26868,21.68,67.80,-22.95
17-October-2018,1974.50,1988.95,1920.10,1927.70,1945.634663675082670771,306638,8093,596605522.00,197071,64.27,68.85,-46.80
16-October-2018,1955.00,1969.15,1935.00,1961.70,1953.525973716788877249,168016,6403,328223620.00,47778,28.44,34.15,6.70
15-October-2018,1937.00,1955.00,1921.70,1949.15,1938.811584125415196478,174014,6201,337380359.00,22912,13.17,33.30,12.15
12-October-2018,1990.00,1990.00,1904.80,1918.40,1926.525023753809065499,650422,26927,1253054259.00,130534,20.07,85.20,-71.60
11-October-2018,1998.70,2013.55,1943.05,1979.75,1986.622905877919068689,358205,17841,711618258.00,86482,24.14,70.50,-18.95
10-October-2018,2110.00,2110.00,2030.20,2043.05,2086.554956373742712810,1935417,9335,4038353934.00,1791046,92.54,79.80,-66.95
9-October-2018,2080.00,2108.00,2054.40,2090.50,2084.394569367840475180,127278,7010,265297572.00,53758,42.24,53.60,10.50
8-October-2018,2106.50,2122.90,2048.00,2080.10,2075.368802195876890731,102738,5420,213219240.00,21461,20.89,74.90,-26.40
5-October-2018,2059.80,2119.85,2024.00,2103.10,2080.771028149859792275,166182,8126,345786691.00,31778,19.12,95.85,43.30
4-October-2018,2161.00,2161.00,2058.65,2064.25,2073.564123788814214470,537593,13671,1114733558.00,366343,68.15,102.35,-96.75
3-October-2018,2246.10,2253.85,2155.00,2162.45,2191.313255476378991818,151560,8821,332115437.00,44781,29.55,98.85,-83.65
1-October-2018,2186.00,2273.00,2186.00,2255.80,2240.376132987325585768,186123,9298,416985527.00,52663,28.29,87.00,69.80
28-September-2018,2184.00,2190.00,2159.55,2184.50,2177.034796463815789473,77824,5130,169425556.00,22554,28.98,30.45,0.50
27-September-2018,2150.00,2202.00,2136.60,2187.80,2165.220775897647544366,121150,6747,262316497.00,25506,21.05,65.40,37.80
26-September-2018,2183.00,2197.10,2135.00,2141.45,2159.151900799477891988,79677,5848,172034746.00,24167,30.33,62.10,-41.55
25-September-2018,2200.00,2209.60,2155.00,2183.10,2187.088728941903854861,128098,7172,280161692.00,30780,24.03,54.60,-16.90
24-September-2018,2104.00,2214.15,2098.30,2198.70,2170.009332131771302693,299610,15149,650156496.00,133124,44.43,115.85,94.70
21-September-2018,2078.00,2130.85,2052.50,2103.80,2089.455985406152560352,124436,5854,260003545.00,58452,46.97,78.35,25.80
19-September-2018,2074.00,2088.10,2066.00,2076.90,2080.549686692392112436,56494,4929,117538574.00,26359,46.66,22.10,2.90
18-September-2018,2075.00,2077.30,2059.00,2070.00,2069.835401435374605942,44727,3051,92577528.00,15118,33.80,18.30,-5.00
17-September-2018,2070.00,2077.00,2054.85,2071.60,2066.319028078190381855,49469,2868,102218736.00,15587,31.51,22.15,1.60
14-September-2018,2045.00,2070.85,2018.85,2063.30,2039.969233366393044799,142167,5617,290016306.00,44608,31.38,52.00,18.30
12-September-2018,2051.00,2067.80,2040.00,2043.75,2048.897392227282263936,162054,6631,332032018.00,103442,63.83,27.80,-7.25
11-September-2018,2084.00,2089.25,2042.00,2045.95,2058.002403002690087082,94049,4443,193553068.00,53194,56.56,47.25,-38.05
10-September-2018,2082.95,2093.40,2074.10,2081.20,2084.882545569979783803,59853,3289,124786475.00,30966,51.74,19.30,-1.75
7-September-2018,2080.00,2083.95,2065.55,2079.70,2077.237840694294831405,49201,2540,102202179.00,19523,39.68,18.40,-0.30
6-September-2018,2080.00,2081.50,2063.00,2075.70,2071.825800933125972006,64300,2876,133218399.00,27126,42.19,18.50,-4.30
5-September-2018,2100.00,2105.95,2075.00,2078.15,2085.064375675754653575,136884,5536,285411952.00,84455,61.70,30.95,-21.85
4-September-2018,2055.00,2100.00,2055.00,2093.20,2091.234536446830635255,318313,11948,665667139.00,182492,57.33,45.00,38.20
3-September-2018,2080.05,2089.95,2052.10,2054.95,2074.014498971168895138,125871,3903,261058279.00,40773,32.39,37.85,-25.10
31-August-2018,2080.00,2090.50,2073.05,2078.20,2083.251793903425950903,166815,6901,347517648.00,78907,47.30,17.45,-1.80
30-August-2018,2070.00,2080.20,2064.40,2079.45,2075.936390524660928881,187645,7343,389539084.00,94721,50.48,15.80,9.45
29-August-2018,2072.90,2072.90,2046.10,2065.80,2064.060344293764319772,96894,6173,199995063.00,41854,43.20,26.80,-7.10
28-August-2018,2052.75,2072.00,2051.65,2065.55,2064.830452881048651614,167682,8582,346234900.00,96133,57.33,20.35,12.80
27-August-2018,2042.00,2058.55,2036.55,2051.65,2051.883668642508832890,102741,4277,210812580.00,58088,56.54,22.00,9.65
24-August-2018,2035.10,2046.05,2031.00,2042.20,2041.311086449894573299,90110,4607,183942542.00,42010,46.62,15.05,7.10
23-August-2018,2020.00,2038.70,2020.00,2035.45,2030.843703776747855241,162256,7026,329516576.00,90008,55.47,18.70,15.45
21-August-2018,2010.00,2022.75,2005.00,2013.65,2014.592046940272330112,62718,2167,126351184.00,20894,33.31,17.75,3.65
20-August-2018,2023.50,2023.50,2005.25,2010.40,2012.538233142562072378,69717,3003,140308128.00,26579,38.12,18.25,-13.10
17-August-2018,2014.00,2021.15,2005.00,2011.85,2009.350546838934704182,175463,3695,352566675.00,125236,71.37,16.15,-2.15
16-August-2018,2002.00,2019.00,1996.00,2008.75,2010.169133623030961434,132552,4513,266451939.00,49123,37.06,23.00,6.75
14-August-2018,1992.00,2024.00,1983.50,2001.25,2012.207129410017515582,228939,9779,460672688.00,95394,41.67,40.50,9.25
13-August-2018,2000.00,2002.55,1988.25,2000.50,1996.705438165977700555,364314,9039,727427745.00,266747,73.22,14.30,0.50
10-August-2018,1978.05,1997.05,1974.00,1993.85,1987.696565768767934832,140439,4602,279150118.00,80873,57.59,23.05,15.80
9-August-2018,1985.90,1985.90,1966.30,1974.55,1973.642721264536879057,101982,4147,201276032.00,61425,60.23,19.60,-11.35
8-August-2018,1970.00,1978.30,1963.75,1974.60,1970.007617413046011717,94389,4474,185947049.00,53265,56.43,14.55,4.60
7-August-2018,1977.00,1977.05,1961.00,1968.10,1968.114281341275206305,78403,4101,154306064.00,38925,49.65,16.05,-8.90
6-August-2018,1998.00,1998.00,1971.00,1976.35,1981.274903314417898579,110668,4841,219263731.00,50874,45.97,27.00,-21.65
3-August-2018,1956.90,1980.00,1956.90,1977.35,1972.882510013351134846,57673,2830,113782053.00,21994,38.14,23.10,20.45
2-August-2018,1980.70,1984.60,1941.00,1950.65,1960.518457201241201846,105704,7752,207234643.00,40405,38.22,43.60,-30.05
1-August-2018,1951.00,1980.00,1950.00,1975.10,1971.337020053748658500,112747,4804,222262335.00,37875,33.59,30.00,24.10
31-July-2018,1943.60,1948.50,1929.05,1941.25,1934.699919630299377134,89586,7227,173322027.00,46685,52.11,19.45,-2.35
30-July-2018,1948.55,1955.30,1935.00,1944.95,1943.436435885996493157,96383,5887,187314234.00,28663,29.74,20.30,-3.60
27-July-2018,1965.00,1966.80,1940.00,1943.10,1948.065559506695921918,132170,7148,257475825.00,67227,50.86,26.80,-21.90
26-July-2018,1975.00,1985.05,1955.55,1963.30,1969.395512139197726214,83737,4277,164911272.00,38383,45.84,29.50,-11.70
25-July-2018,2000.15,2003.00,1971.00,1979.40,1979.679562003832466465,91325,5758,180794236.00,34064,37.30,32.00,-20.75
24-July-2018,2009.05,2012.00,1987.00,1996.85,1996.799150870858823922,59826,3756,119460506.00,17730,29.64,25.00,-12.20
23-July-2018,2000.00,2008.85,1991.20,2005.05,2005.096091922070099844,86334,4188,173107966.00,36751,42.57,17.65,5.05
20-July-2018,1983.05,2000.00,1983.00,1995.95,1993.201882005331277900,62274,3603,124124654.00,21386,34.34,17.00,12.90
19-July-2018,1999.00,2009.95,1970.55,1981.45,1984.886419070734256911,83227,4013,165196142.00,25400,30.52,39.40,-17.55
18-July-2018,2005.50,2009.90,1993.00,1997.30,1999.583665466289038971,78031,3924,156029513.00,27822,35.66,16.90,-8.20
17-July-2018,1988.00,2005.45,1982.00,1997.85,1994.730910170497921791,117890,5198,235158827.00,38259,32.45,23.45,9.85
16-July-2018,1985.05,1996.00,1978.40,1988.80,1988.295690578158458244,112080,5663,222848181.00,39625,35.35,17.60,3.75
13-July-2018,1975.00,1998.00,1975.00,1981.25,1983.594125400769148770,975624,8702,1935242035.00,801754,82.18,23.00,6.25
12-July-2018,1984.00,1992.00,1961.50,1971.00,1972.806700414937759336,602500,13828,1188616037.00,359504,59.67,30.50,-13.00
11-July-2018,1900.00,1995.00,1894.00,1979.60,1956.985751229303165903,1157363,44817,2264942900.00,294374,25.43,101.00,79.60
10-July-2018,1895.20,1900.00,1872.60,1877.00,1882.593829355002539360,433180,18579,815501995.00,209864,48.45,27.40,-18.20
9-July-2018,1927.95,1930.00,1882.00,1887.65,1890.654933507052444126,374551,11215,708146696.00,206640,55.17,48.00,-40.30
6-July-2018,1882.80,1920.30,1880.00,1913.30,1908.633957550695975548,211358,8164,403405056.00,98826,46.76,40.30,30.50
5-July-2018,1875.20,1887.00,1864.00,1881.70,1876.180947379857313584,110452,5257,207227938.00,46388,42.00,23.00,6.50
4-July-2018,1879.00,1880.00,1860.10,1869.65,1867.083847955323365159,138775,9587,259104561.00,80734,58.18,19.90,-9.35
3-July-2018,1859.95,1880.00,1858.00,1875.90,1873.289814413875962846,163967,7300,307157711.00,73061,44.56,22.00,15.95
2-July-2018,1829.95,1859.95,1829.95,1855.60,1854.448335754854048342,151420,8013,280800567.00,80437,53.12,30.00,25.65
29-June-2018,1846.00,1868.00,1843.00,1847.20,1851.531448280066715730,229631,12213,425169018.00,106610,46.43,25.00,1.20
28-June-2018,1865.00,1872.00,1830.15,1847.30,1848.326226913877749204,333642,14288,616679259.00,142048,42.57,41.85,-17.70
27-June-2018,1859.80,1886.20,1852.00,1859.80,1871.340697929313368406,474432,14800,887823910.00,268177,56.53,34.20,0.00
26-June-2018,1821.00,1862.00,1821.00,1852.70,1835.951334736360130644,1065791,20665,1956740409.00,893456,83.83,41.00,31.70
25-June-2018,1812.00,1824.00,1809.00,1820.45,1817.883831973405862798,215085,8218,390999544.00,104621,48.64,15.00,8.45
22-June-2018,1828.80,1829.00,1803.25,1811.80,1812.412920660768965637,200191,7852,362828755.00,102497,51.20,25.75,-17.00
21-June-2018,1830.00,1834.00,1818.00,1819.85,1823.608036370713142758,184984,6940,337338309.00,93180,50.37,16.00,-10.15
20-June-2018,1833.00,1836.60,1823.00,1826.30,1830.429297583451791578,204010,7939,373425881.00,108644,53.25,13.60,-6.70
19-June-2018,1822.65,1839.60,1822.00,1825.85,1830.897324725675954678,721683,10297,1321327474.00,567882,78.69,17.60,3.20
18-June-2018,1869.00,1870.70,1825.50,1830.70,1842.329529063586472430,522045,18725,961778919.00,287279,55.03,45.20,-38.30
15-June-2018,1801.00,1849.00,1791.00,1841.45,1821.934282045487499493,765529,21913,1394743529.00,261573,34.17,58.00,40.45
14-June-2018,1839.00,1840.00,1785.00,1792.25,1800.052804732897016730,313381,11016,564102348.00,117180,37.39,55.00,-46.75
13-June-2018,1815.00,1832.00,1800.00,1824.20,1818.652460609622072737,353957,13670,643724769.00,150466,42.51,32.00,9.20
12-June-2018,1756.00,1784.95,1753.50,1781.00,1777.008883887976658532,152861,3699,271635355.00,81891,53.57,31.45,25.00
11-June-2018,1747.00,1763.45,1742.80,1750.60,1754.686657496561210453,58160,2353,102052576.00,17988,30.93,20.65,3.60
8-June-2018,1736.00,1757.50,1736.00,1748.20,1748.526946731992077556,402906,2729,704491998.00,358186,88.90,21.50,12.20
7-June-2018,1725.40,1748.50,1725.40,1734.60,1736.940214283311467689,118908,3443,206536087.00,54478,45.82,23.10,9.20
6-June-2018,1724.70,1735.30,1716.30,1727.25,1727.473192493532733115,383083,2970,661765613.00,20663,5.39,19.00,2.55
5-June-2018,1745.00,1752.60,1713.45,1721.20,1728.826238526852656612,104701,6539,181009836.00,37823,36.12,39.15,-23.80
4-June-2018,1751.70,1752.00,1712.90,1744.55,1729.900102634279849469,242609,4871,419689334.00,157883,65.08,39.10,-7.15
1-June-2018,1758.00,1760.00,1719.00,1732.25,1743.049276969671117177,117215,4209,204311521.00,39157,33.41,41.00,-25.75
31-May-2018,1742.30,1758.70,1726.10,1744.80,1745.766127282704406528,156722,9289,273599959.00,57663,36.79,32.60,2.50
30-May-2018,3520.00,3532.50,3484.60,3517.75,3510.475551530051109529,77285,4455,271307103.00,27662,35.79,47.90,-2.25
29-May-2018,3512.00,3549.50,3491.10,3522.70,3518.337506439478620930,102881,5450,361970081.00,31461,30.58,58.40,10.70
28-May-2018,3601.10,3618.00,3488.00,3503.80,3523.004065967472260221,131580,8147,463556875.00,30550,23.22,130.00,-97.30
25-May-2018,3619.00,3674.00,3572.80,3589.45,3631.445143363878214602,84575,5461,307129473.00,23375,27.64,101.20,-29.55
24-May-2018,3500.00,3615.00,3500.00,3604.80,3577.390675191018244191,96195,6374,344127096.00,24716,25.69,115.00,104.80
23-May-2018,3528.00,3544.95,3482.80,3497.05,3512.355304650803801795,45347,2842,159274776.00,12439,27.43,62.15,-30.95
22-May-2018,3558.00,3575.00,3495.00,3508.05,3522.048566571362336759,51764,3502,182315322.00,13954,26.96,80.00,-49.95
21-May-2018,3520.00,3591.85,3510.00,3557.95,3569.892501756029033013,68336,4304,243952174.00,17777,26.01,81.85,37.95
18-May-2018,3489.85,3518.00,3462.50,3502.35,3488.093847038527889591,26085,1789,90986928.00,5939,22.77,55.50,12.50
17-May-2018,3515.85,3529.80,3475.00,3492.70,3508.651223667262226284,48134,3135,168885418.00,14492,30.11,54.80,-23.15
16-May-2018,3480.00,3509.95,3475.00,3495.55,3495.719916228928485597,29127,2294,101819834.00,6963,23.91,34.95,15.55
15-May-2018,3454.00,3494.50,3436.90,3482.45,3476.611158841663718603,39574,2911,137583410.00,8124,20.53,57.60,28.45
14-May-2018,3464.00,3479.85,3416.00,3436.75,3436.373933407531070302,301896,2716,1037427545.00,7731,2.56,63.85,-27.25
11-May-2018,3455.00,3487.50,3446.40,3460.60,3461.766435395814376706,35168,2117,121743402.00,7611,21.64,41.10,5.60
10-May-2018,3491.00,3509.45,3446.00,3452.75,3474.966936801410523931,61821,3571,214825931.00,13998,22.64,63.45,-38.25
9-May-2018,3449.00,3494.45,3443.00,3489.05,3479.368445363806157492,49793,3758,173248193.00,14775,29.67,51.45,40.05
8-May-2018,3432.00,3487.95,3398.85,3441.05,3452.779358622460062005,101282,4820,349704399.00,18283,18.05,89.10,9.05
7-May-2018,3482.25,3490.00,3420.10,3427.70,3442.211630033742234555,63422,3868,218311946.00,14047,22.15,69.90,-54.55
4-May-2018,3482.00,3504.00,3471.30,3480.85,3486.052642778108775214,46996,2419,163830530.00,11632,24.75,32.70,-1.15
3-May-2018,3502.00,3527.85,3475.00,3482.65,3500.543242050688067069,72522,4342,253866397.00,14960,20.63,52.85,-19.35
2-May-2018,3533.00,3560.00,3475.60,3497.80,3499.057897495991118786,64856,3303,226934899.00,13017,20.07,84.40,-35.20
30-April-2018,3455.00,3547.00,3438.20,3531.40,3523.082030023919561005,92393,8571,325508118.00,23578,25.52,108.80,76.40
27-April-2018,3540.00,3543.15,3449.30,3454.80,3475.704930390113162596,107456,6981,373485349.00,28156,26.20,93.85,-85.20
26-April-2018,3471.00,3560.00,3469.00,3540.35,3519.387044861521344653,150998,9408,531420405.00,21971,14.55,91.00,69.35
25-April-2018,3385.00,3481.50,3366.00,3467.90,3447.598595071485538428,221933,10387,765135899.00,28076,12.65,115.50,82.90
24-April-2018,3412.95,3443.50,3345.90,3385.65,3387.188244260752138151,195496,10185,662181753.00,33844,17.31,97.60,-27.30
23-April-2018,3429.00,3557.00,3400.00,3415.20,3480.582628861087826403,505816,24829,1760534383.00,63415,12.54,157.00,-13.80
20-April-2018,3250.20,3421.25,3245.00,3406.40,3337.054222072530134528,771955,30055,2576055692.00,221977,28.76,176.25,156.20
19-April-2018,3175.00,3215.00,3166.30,3190.65,3192.570077984168038247,102072,6361,325872013.00,27791,27.23,48.70,15.65
18-April-2018,3172.95,3189.80,3147.30,3159.50,3164.428972230174634984,52395,3866,165800256.00,12749,24.33,42.50,-13.45
17-April-2018,3190.00,3190.00,3149.30,3165.90,3166.635440034512510785,46360,2924,146805219.00,9446,20.38,40.70,-24.10
16-April-2018,3132.00,3199.00,3108.05,3184.80,3172.150607060740011708,117863,7252,373879187.00,16358,13.88,90.95,52.80
13-April-2018,3149.00,3238.00,3131.10,3151.00,3185.647080374253184533,141936,8194,452158004.00,24858,17.51,106.90,2.00
12-April-2018,3015.50,3150.00,3010.15,3137.30,3093.155626915462016218,921775,7737,2851193528.00,824729,89.47,139.85,121.80
11-April-2018,2950.00,3026.90,2947.20,3015.50,2994.064939700394786652,92455,4638,276816274.00,54313,58.75,79.70,65.50
10-April-2018,2939.00,2955.85,2925.10,2931.85,2940.478008603154489979,29989,1648,88181995.00,7709,25.71,30.75,-7.15
9-April-2018,2950.00,2963.00,2915.00,2921.15,2936.067507641968398846,23227,2348,68196040.00,9641,41.51,48.00,-28.85
6-April-2018,2941.00,2961.35,2927.00,2949.70,2945.288866883576177677,21207,1200,62460741.00,8279,39.04,34.35,8.70
5-April-2018,2915.55,2962.00,2915.55,2957.15,2951.332662498271703562,65093,2621,192111097.00,33069,50.80,46.45,41.60
4-April-2018,2923.00,2933.30,2891.95,2907.05,2915.684451178988223409,37617,1739,109679302.00,9510,25.28,41.35,-15.95
3-April-2018,2900.00,2927.15,2893.00,2908.10,2909.008192658678095571,34299,1813,99776072.00,14227,41.48,34.15,8.10
2-April-2018,2845.00,2910.00,2845.00,2902.90,2885.694425828832735443,50734,2797,146402821.00,13822,27.24,65.00,57.90
28-March-2018,2839.00,2874.00,2827.55,2849.30,2856.358494704900252263,82057,4430,234384209.00,37355,45.52,46.45,10.30
27-March-2018,2820.10,2869.00,2820.10,2841.85,2843.986958240021077591,37955,2559,107943525.00,13619,35.88,48.90,21.75
26-March-2018,2816.70,2822.90,2782.30,2813.05,2813.378499122688621946,148180,3727,416886426.00,106481,71.86,40.60,-3.65
23-March-2018,2806.70,2831.00,2800.00,2816.45,2815.946453278265358802,96850,4126,272724414.00,55819,57.63,31.00,9.75
22-March-2018,2856.00,2870.00,2825.00,2829.95,2844.495301737431890613,48635,1843,138342029.00,12465,25.63,45.00,-26.05
21-March-2018,2860.25,2882.00,2845.00,2854.60,2857.419749002626250476,99762,3253,285061909.00,50828,50.95,37.00,-5.65
20-March-2018,2827.45,2870.00,2820.70,2859.15,2851.677826605094592581,53704,2578,153146506.00,23140,43.09,49.30,31.70
19-March-2018,2840.70,2845.00,2820.05,2828.85,2829.174257140801496510,111192,3896,314581544.00,58170,52.31,24.95,-11.85
16-March-2018,2868.75,2870.00,2805.00,2825.50,2833.712872269010130599,131088,8845,371465753.00,37973,28.97,65.00,-43.25
15-March-2018,2891.15,2902.40,2857.65,2869.15,2882.835197435094249230,162813,3957,469363047.00,117836,72.38,44.75,-22.00
14-March-2018,2896.00,2925.00,2875.05,2886.10,2897.830172134288324932,135708,5956,393258737.00,42291,31.16,49.95,-9.90
13-March-2018,2928.00,2929.00,2884.10,2892.45,2901.882951555539580848,2197919,37530,6378103675.00,236501,10.76,44.90,-35.55
12-March-2018,3035.00,3080.00,3035.00,3051.85,3058.976791616850692735,71095,3179,217477955.00,23288,32.76,45.00,16.85
9-March-2018,3014.00,3059.95,2978.55,3034.50,3023.788023519114037257,105106,3286,317818264.00,15329,14.58,81.40,20.50
8-March-2018,3060.00,3060.00,2983.90,3001.50,3029.103995919659502620,56858,6649,172228795.00,25197,44.32,76.10,-58.50
7-March-2018,3055.00,3089.75,3024.25,3029.25,3039.353912968377934880,81051,2458,246342674.00,13168,16.25,65.50,-25.75
6-March-2018,3133.00,3133.00,3030.65,3049.80,3082.896813969052302825,49309,3159,152014559.00,12659,25.67,102.35,-83.20
5-March-2018,3069.00,3112.45,3036.05,3104.30,3073.101682985155439245,110815,4818,340545763.00,43259,39.04,76.40,35.30
1-March-2018,3041.00,3060.00,3021.95,3037.10,3040.390346534653465346,28280,1901,85982239.00,7201,25.46,38.05,-3.90
28-February-2018,3040.00,3062.35,3023.35,3038.25,3042.905735965976929832,101343,1667,308377196.00,77336,76.31,39.00,-1.75
27-February-2018,3049.95,3077.80,3035.00,3043.25,3054.544849385610516840,47771,1835,145918662.00,17174,35.95,42.80,-6.70
26-February-2018,3078.10,3084.75,3027.00,3035.25,3047.578131571042355061,49935,2353,152180814.00,11421,22.87,57.75,-42.85
23-February-2018,3042.00,3100.00,2996.05,3076.90,3050.580596557105730629,296669,6622,905012695.00,197348,66.52,103.95,34.90
22-February-2018,3045.00,3077.95,3022.55,3040.40,3044.356130275892534436,74703,3490,227422536.00,18198,24.36,55.40,-4.60
21-February-2018,2961.00,3060.00,2961.00,3043.05,3011.023162779533544025,124985,6873,376332730.00,59508,47.61,99.00,82.05
20-February-2018,2930.00,2983.45,2929.10,2945.05,2958.882847738632207728,41015,2076,121358580.00,8288,20.21,54.35,15.05
19-February-2018,2940.00,2952.45,2898.40,2924.55,2927.680932689549670140,83672,3809,244964919.00,24303,29.05,54.05,-15.45
16-February-2018,2925.00,2999.00,2924.00,2937.20,2973.875968584666951463,304310,17139,904980196.00,187705,61.68,75.00,12.20
15-February-2018,2929.00,2942.50,2906.60,2925.75,2925.946222362353683048,50746,2371,148480067.00,12516,24.66,35.90,-3.25
14-February-2018,2965.00,2974.00,2894.25,2910.45,2937.904869195143322067,55923,2631,164296454.00,20040,35.83,79.75,-54.55
12-February-2018,3008.00,3018.00,2956.00,2967.90,2994.467978677799625131,1196687,2910,3583440902.00,1145016,95.68,62.00,-40.10
9-February-2018,2960.00,2991.75,2900.00,2972.30,2936.608213059000693727,59101,3283,173556482.00,8819,14.92,91.75,12.30
8-February-2018,2971.00,3026.75,2957.20,2966.25,3000.032582876882564472,1271404,6634,3814253426.00,1177629,92.62,69.55,-4.75
7-February-2018,3015.00,3044.00,2950.00,2955.35,2973.153982961357374810,125949,4696,374465771.00,79520,63.14,94.00,-59.65
6-February-2018,3030.00,3077.85,2985.80,2995.35,3019.516666506297689724,519635,4876,1569046543.00,456204,87.79,92.05,-34.65
5-February-2018,3111.00,3185.90,3078.35,3106.50,3132.494017530128557158,231259,3100,724417434.00,105146,45.47,107.55,-4.50
2-February-2018,3115.00,3190.00,3105.65,3149.15,3170.669187227069956331,255102,9793,808844051.00,177778,69.69,84.35,34.15
1-February-2018,3120.00,3189.00,3091.55,3138.90,3147.295989455846356618,63732,4432,200583468.00,11413,17.91,97.45,18.90
31-January-2018,3131.00,3147.10,3101.00,3111.75,3117.628591134573042947,150788,4529,470100980.00,93666,62.12,46.10,-19.25
30-January-2018,3119.00,3199.25,3119.00,3153.70,3164.881996258143047133,44363,2781,140403660.00,10285,23.18,80.25,34.70
29-January-2018,3118.05,3224.00,3118.00,3195.10,3193.461561629395376854,79686,4189,254474178.00,25428,31.91,106.00,77.05
25-January-2018,3180.00,3181.00,3080.00,3117.85,3123.669154571094448648,87222,4549,272452671.00,31380,35.98,101.00,-62.15
24-January-2018,3100.00,3254.80,3080.00,3174.60,3184.325043156143913278,381174,13555,1213781914.00,112189,29.43,174.80,74.60
23-January-2018,3115.00,3137.75,3092.60,3103.10,3109.968031356616402323,307176,7952,955307540.00,158979,51.76,45.15,-11.90
22-January-2018,2956.00,3130.00,2924.00,3113.15,3075.876257631395165468,221945,8374,682675356.00,84756,38.19,206.00,157.15
19-January-2018,2920.00,2979.00,2903.05,2954.75,2929.034614470822596268,54717,2566,160267987.00,15522,28.37,75.95,34.75
18-January-2018,2895.00,2925.00,2866.60,2910.10,2895.052654441065931367,52949,2635,153290143.00,11725,22.14,58.40,15.10
17-January-2018,2857.10,2925.00,2857.00,2889.45,2904.220229376994298268,152936,5131,444159825.00,72566,47.45,68.00,32.35
16-January-2018,2748.20,2860.00,2748.20,2850.85,2835.189378339069452644,138886,7187,393768112.00,40878,29.43,111.80,102.65
15-January-2018,2790.00,2803.05,2736.15,2747.20,2767.780509569819681211,32498,1739,89947331.00,11100,34.16,66.90,-42.80
12-January-2018,2813.00,2813.00,2744.00,2772.90,2763.845647266888511390,85946,3770,237541478.00,16863,19.62,69.00,-40.10
11-January-2018,2807.20,2820.00,2781.90,2788.40,2795.168356680651354618,70315,3345,196542263.00,13559,19.28,38.10,-18.80
10-January-2018,2712.00,2816.00,2697.45,2807.10,2764.349605593037239355,98122,5594,271243512.00,39052,39.80,118.55,95.10
9-January-2018,2710.00,2723.30,2678.90,2708.45,2702.047921104914187232,41777,1820,112883456.00,10595,25.36,44.40,-1.55
8-January-2018,2695.00,2721.35,2681.45,2707.75,2707.338667042610932929,28373,1613,76815320.00,9380,33.06,39.90,12.75
5-January-2018,2651.00,2694.00,2651.00,2684.45,2684.159680110699605225,49142,1397,131904975.00,27307,55.57,43.00,33.45
4-January-2018,2660.00,2660.00,2640.40,2649.80,2647.683208980765281675,14609,808,38680004.00,6232,42.66,19.60,-10.20
3-January-2018,2634.00,2664.05,2630.15,2635.20,2647.549600798403193612,20040,1075,53056894.00,5316,26.53,33.90,1.20
2-January-2018,2642.95,2677.45,2622.70,2633.75,2640.004740168539325842,22784,1308,60149868.00,10830,47.53,54.75,-9.20
1-January-2018,2689.80,2692.50,2642.85,2654.65,2667.221572809617462120,36101,1426,96289366.00,10878,30.13,49.65,-35.15
